Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID,,,,,
"Schmidt S., Schmeling A., Zwiesigk P., Pfeiffer H., Schulz R.",35496475900;7003946207;23101838700;55589517900;8227131100;,Sonographic evaluation of apophyseal ossification of the iliac crest in forensic age diagnostics in living individuals,2011,International Journal of Legal Medicine,125,2,,271,276,,55,10.1007/s00414-011-0554-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955894356&doi=10.1007%2fs00414-011-0554-9&partnerID=40&md5=453bf73cb205a7ae5ee7cd5662e86ff1,Bone age; Forensic age estimation; Iliac crest; Sonography,adolescent; adult; age determination; article; bone development; child; echography; female; human; iliac bone; male; methodology; physical anthropology; physiology; Adolescent; Age Determination by Skeleton; Child; Female; Forensic Anthropology; Humans; Ilium; Male; Osteogenesis; Young Adult,Article,Final,,Scopus,2-s2.0-79955894356,,,,,
"Singh P., Gorea R.K., Oberoi S.S., Kapila A.K.",56420980200;8671238600;6602575430;36837426200;,Estimation of age from epiphyseal fusion in Iliac crest,2011,Journal of Indian Academy of Forensic Medicine,33,1,,24,26,,3,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859038756&partnerID=40&md5=6cecf19138be96f9e9b17dc5746e3bdc,Civil; Criminal; Epiphyseal fusion; Iliac crest; X-ray,,Article,Final,,Scopus,2-s2.0-84859038756,,,,,
"Tian X., Dong Y., Tan Y., Wang X., Wang H., Han B., Tuo L., Wang J., Zhang J., Feng H.",36005538200;36070401600;36070797400;36070936700;37262328600;36452927600;37262306400;55742578300;36453299200;36070459000;,Study on the relation between the degree of dental calcification and chronological age about Chinese Han nationality aged 6 ~18 years old groups of the female gender,2011,Chinese Journal of Forensic Medicine,26,2,,92,96,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955444433&partnerID=40&md5=f0152f6b497deadd2822f841a073a51c,Age estimation; Children and adolescents; Chinese Han nationality; Dental calcification degree; Female gender; Forensic anthropology,adolescent; adult; age; article; child; Chinese; chronology; female; human; mandible; panoramic radiography; preschool child; school child; tooth development,Article,Final,,Scopus,2-s2.0-79955444433,,,,,
"Tian X., Dong Y., Tan Y., Wang X., Wang H., Han B., Tuo L., Wang J., Zhang J., Feng H.",36005538200;36070401600;36070797400;36070936700;37262328600;36452927600;37262306400;55742578300;36453299200;36070459000;,Study on the relation between the degree of dental calcification and chronological age about Chinese Han nationality 6 ~18 years old male groups,2011,Chinese Journal of Forensic Medicine,26,3,,180,183,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959693790&partnerID=40&md5=f20bf26e1d4ce30f9eec13fbb93e584e,Age estimation; Children and adolescents; Chinese Han nationality; Dental calcification degree; Forensic anthropology; Male gender,adolescent; adult; age; age determination; article; child; Chinese; correlation analysis; human; male; mandible; normal human; preschool child; school child; tooth development,Article,Final,,Scopus,2-s2.0-79959693790,,,,,
"Tisè M., Mazzarini L., Fabrizzi G., Ferrante L., Giorgetti R., Tagliabracci A.",36728517100;38961692600;6603723166;55327516300;7003554988;6603835846;,Applicability of Greulich and Pyle method for age assessment in forensic practice on an Italian sample,2011,International Journal of Legal Medicine,125,3,,411,416,,59,10.1007/s00414-010-0541-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956139225&doi=10.1007%2fs00414-010-0541-6&partnerID=40&md5=2b6aa1ee6c0c4526aa5ebdef58c632e5,Age estimation; Forensic age diagnosis; Greulich and Pyle method; Hand and wrist radiography,acebutolol; adolescent; adult; age determination; article; carpal bone; child; female; forensic medicine; hand bone; human; male; methodology; observer variation; radiography; reproducibility; Acebutolol; Adolescent; Age Determination by Skeleton; Carpal Bones; Child; Female; Forensic Medicine; Hand Bones; Humans; Male; Observer Variation; Reproducibility of Results; Young Adult,Article,Final,,Scopus,2-s2.0-79956139225,,,,,
"Urzel V., Bruzek J.",47361512000;6602595244;,Validity of the standards of Demirjian and Goldstein (1976) and of Chaillet and Demirjian (2004) for children age estimation in South West France [Validité des standards de Demirjian et Goldstein (1976) et de Chaillet et Demirjian (2004) pour lestimation de lâge des enfants du Sud-Ouest de la France],2011,Revue de Medecine Legale,2,3,,108,116,,2,10.1016/j.medleg.2011.05.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051677648&doi=10.1016%2fj.medleg.2011.05.002&partnerID=40&md5=fd3f44f229e5ff25444258796522dc8c,Age estimation; Demirjian's method; Dental maturity; Forensic odontology,adolescent; adult; age determination; age distribution; article; bone age; child; cross-sectional study; dental maturation; France; human; maturation; measurement error; preschool child; retrospective study; school child; standard; validity,Article,Final,,Scopus,2-s2.0-80051677648,,,,,
"Zhao H., Dong X.-A., Zheng T., Qing S.-H., Deng Z.-H., Zhu G.-Y.",55630457400;55272750400;49865110400;55271533600;36839218900;55451892700;,Skeletal age estimation of sternal end of clavicle in Sichuan Han nationality youth using thin-section computed tomography,2011,Journal of Forensic Medicine,27,6,,417,420,,3,10.3969/j.issn.1004-5619.2011.06.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863138263&doi=10.3969%2fj.issn.1004-5619.2011.06.005&partnerID=40&md5=ecf8813eb4d98e00c833462e08fe7e41,Age determination by skeleton; Clavicle; Epiphyses; Forensic anthropology; Han nationality; Sichuan; Tomography; X-ray computed; Youth,"adolescent; adult; age; age determination; article; Asian; bone development; China; clavicle; computer assisted tomography; epiphysis; ethnology; female; growth, development and aging; human; image processing; male; methodology; physical anthropology; radiography; sexual development; Adolescent; Adult; Age Determination by Skeleton; Age Factors; Asian Continental Ancestry Group; China; Clavicle; Epiphyses; Female; Forensic Anthropology; Humans; Image Processing, Computer-Assisted; Male; Osteogenesis; Sex Characteristics; Tomography, X-Ray Computed; Young Adult",Article,Final,,Scopus,2-s2.0-84863138263,,,,,
"AlQahtani S.J., Hector M.P., Liversidge H.M.",56450570300;36117792800;6602158831;,Brief communication: The London atlas of human tooth development and eruption,2010,American Journal of Physical Anthropology,142,3,,481,490,,338,10.1002/ajpa.21258,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953532163&doi=10.1002%2fajpa.21258&partnerID=40&md5=c379bf43f275dc57eaf6f1c18f7ecbd6,Age; Dental; Estimation; Forensic; Odontology,"adolescent; adult; alveolar bone; article; child; cross-sectional study; female; fetus; human; infant; male; newborn; odontology; retrospective study; skeleton; tooth development; tooth radiography; United Kingdom; Adolescent; Anatomy, Artistic; Atlases as Topic; Child; Child, Preschool; Cross-Sectional Studies; Female; Fetal Development; Humans; Infant; Infant, Newborn; Male; Retrospective Studies; Tooth; Tooth Eruption; Young Adult",Article,Final,,Scopus,2-s2.0-77953532163,,,,,
"Bagherpour A., Imanimoghaddam M., Bagherpour M.R., Einolghozati M.",14051493800;35933525600;36196151100;57199673176;,Dental age assessment among Iranian children aged 6-13 years using the Demirjian method,2010,Forensic Science International,197,01-Mar,,1.21E+03,1.21E+06,,40,10.1016/j.forsciint.2009.12.051,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950296685&doi=10.1016%2fj.forsciint.2009.12.051&partnerID=40&md5=01c349c601c50c5882b14abdac7d2bf8,Demirjian method; Dental age; Forensic anthropology population data; Forensic odontology; Panoramic radiography,accuracy; adolescent; age determination; age distribution; article; child; chronology; controlled study; cross-sectional study; dental care; dentistry; female; forensic medicine; forensic science; human; human experiment; Iran; male; mandible; medical record; normal human; panoramic radiography; physical anthropology; population research; priority journal; trend study,Article,Final,,Scopus,2-s2.0-77950296685,,,,,
"Bassed R.B., Briggs C., Drummer O.H.",6508311873;7101991937;7005208048;,Analysis of time of closure of the spheno-occipital synchondrosis using computed tomography,2010,Forensic Science International,200,01-Mar,,161,164,,51,10.1016/j.forsciint.2010.04.009,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953914656&doi=10.1016%2fj.forsciint.2010.04.009&partnerID=40&md5=d9f224f9ab83aa8c6631a271e2b28c06,Age estimation; Forensic anthropology; Forensic science; Sphenooccipital synchondrosis,"adolescent; adult; age determination; article; Australia; bone age; bone development; computer assisted tomography; controlled study; female; forensic medicine; human; male; multidetector computed tomography; priority journal; scar; sphenooccipital synchondrosis; Adolescent; Adult; Age Determination by Skeleton; Female; Forensic Anthropology; Humans; Male; Occipital Bone; Osteogenesis; Sphenoid Bone; Tomography, X-Ray Computed; Young Adult",Article,Final,,Scopus,2-s2.0-77953914656,,,,,
"Büken B., Şafak A.A., Büken E., Yazici B., Erkol Z., Erzengin O.U.",22833894000;6603577026;6602245512;7005398021;8523160000;14064606000;,"Is the tanner-whitehouse (TW3) method sufficiently reliable for forensic age determination of Turkish children? [Türk çocuklari{dotless}nda adli tibbi yaş tayini için ""Tanner-Whitehouse 3 (TW 3)"" atlasi{dotless}ni{dotless}n kullani{dotless}mi{dotless} yeterince güvenli mi?]",2010,Turkish Journal of Medical Sciences,40,5,,797,805,,7,10.3906/sag-0808-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78049244043&doi=10.3906%2fsag-0808-6&partnerID=40&md5=2f778365e51e898e4d256fa0e04b060f,Bone age; Forensic age estimation; Skeletal maturation; Tanner-whitehouse 3 method; Turkish children,Age estimation; Bone age; Skeletal maturation; Tanner-whitehouse 3 method; Turkish children; Correlation methods; Estimation; Radiography; Bone; adolescent; adult; age distribution; article; atlas; bone age; child; controlled study; female; forensic medicine; hand radiography; human; intermethod comparison; male; ossification; sex difference; Turkey (republic); wrist radiography,Article,Final,,Scopus,2-s2.0-78049244043,,,,,
"Chen J.W., Guo J., Zhou J., Liu R.K., Chen T.T., Zou S.J.",57206953776;57204090500;57208891471;57200754904;57198871303;55811051900;,Assessment of dental maturity of western Chinese children using Demirjian's method,2010,Forensic Science International,197,01-Mar,,1.19E+03,1.19E+06,,48,10.1016/j.forsciint.2009.12.009,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950300452&doi=10.1016%2fj.forsciint.2009.12.009&partnerID=40&md5=98a3f4e3c8408f85e4fcd5c94b5042e7,Demirjian's method; Dental age; Forensic Anthropology Population Data; Panoramic radiography,adolescent; age determination; article; Canada; child; Chinese; chronology; controlled study; female; forensic medicine; forensic science; France; human; male; normal human; orthodontics; panoramic radiography; physical anthropology; population research; priority journal; school child; scoring system; trend study,Article,Final,,Scopus,2-s2.0-77950300452,,,,,
"Cruz-Landeira A., Linares-Argote J., Martínez-Rodríguez M., Rodríguez-Calvo M.S., Otero X.L., Concheiro L.",15720648300;35752126800;57188780188;6603844454;6701513855;6603853869;,Dental age estimation in Spanish and Venezuelan children. Comparison of Demirjian and Chaillet's scores,2010,International Journal of Legal Medicine,124,2,,105,112,,62,10.1007/s00414-009-0380-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77649232433&doi=10.1007%2fs00414-009-0380-5&partnerID=40&md5=fc321c83e49626afba175b29b93274d5,Children; Demirjian's method; Dental age estimation; Forensic odontology; Spanish; Venezuelan,"adolescent; age determination; article; child; comparative study; computer assisted diagnosis; dentistry; female; human; male; methodology; panoramic radiography; preschool child; reproducibility; Spain; Venezuela; Adolescent; Age Determination by Teeth; Child; Child, Preschool; Female; Forensic Dentistry; Humans; Male; Radiographic Image Interpretation, Computer-Assisted; Radiography, Panoramic; Reproducibility of Results; Spain; Venezuela",Article,Final,,Scopus,2-s2.0-77649232433,,,,,
"El-Bakary A.A., Hammad S.M., Mohammed F.",16229809900;36162794600;36163364100;,"Dental age estimation in egyptian children, comparison between two methods",2010,Journal of Forensic and Legal Medicine,17,7,,363,367,,29,10.1016/j.jflm.2010.05.008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957819762&doi=10.1016%2fj.jflm.2010.05.008&partnerID=40&md5=a7532f71e4029cdfc8865ed54f9cbcd4,Cameriere method; Children; Dental age; Forensic odontology; Willems method,"adolescent; age; article; bone age; Cameriere method; child; dental age estimation; dentistry; Egypt; female; human; intermethod comparison; male; panoramic radiography; preschool child; school child; tooth; Willems method; age determination; comparative study; dentistry; methodology; pilot study; statistical model; statistics; Adolescent; Age Determination by Teeth; Age Factors; Child; Child, Preschool; Egypt; Female; Forensic Dentistry; Humans; Linear Models; Male; Pilot Projects; Statistics as Topic",Article,Final,,Scopus,2-s2.0-79957819762,,,,,
"Galić I., Nakaš E., Prohić S., Selimović E., Obradović B., Petrovečki M.",57202373100;17135771000;8885055600;36504878300;48662786000;20535287000;,Dental age estimation among children aged 5-14 years using the demirjian method in Bosnia-Herzegovina [Odred{stroke}ivanje dentalne dobi postupkom prema demirjianu kod djece od 5 do 14 godina u Bosni i Hercegovini],2010,Acta Stomatologica Croatica,44,1,,17,25,,20,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649368997&partnerID=40&md5=6030fc44d9ca6d4a6510c0c86c0971f7,Age Determination by Teeth; Bosnia and Herzegovina; Dentistry; Forensic; Panoramic; Radiography,adolescent; age determination; age distribution; analytic method; article; Bosnia and Herzegovina; calcification; child; computer program; controlled study; Demirjian method; female; human; human experiment; image analysis; male; normal human; orthodontics; panoramic radiography; preschool child; reproducibility; school child; sex difference; tooth; tooth development; tooth radiography,Article,Final,,Scopus,2-s2.0-78649368997,,,,,
"Jopp E., Schröder I., Maas R., Adam G., Püschel K.",24314516200;7005546462;57205781786;7201865284;35500896800;,Proximal tibial epiphysis in magnetic resonance imaging: New possibility for age estimation of living persons? [Proximale Tibiaepiphyse im Magnetresonanztomogramm: Neue Möglichkeit zur Altersbestimmung bei Lebenden?],2010,Rechtsmedizin,20,6,,464,468,,46,10.1007/s00194-010-0705-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650414728&doi=10.1007%2fs00194-010-0705-1&partnerID=40&md5=e33027719d32647f06672ccabb0c4936,Age determination by skeleton; Expert opinion; Methodological studies; Non-invasive; Refugee,adolescent; adult; age determination; article; bone maturation; criminal law; dental care; human; legal aspect; long bone; male; non invasive procedure; nuclear magnetic resonance imaging; ossification; physical development; physical examination; radiation exposure; refugee; sexual maturity; tibia epiphysis; validation study,Article,Final,,Scopus,2-s2.0-78650414728,,,,,
